Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,WorkHoursPerWeek,AnnualBonus
Bachelors,2015,Bangalore,3,27.0,Female,No,5,0,58.83406456222779,14278.77723608173
Bachelors,2013,Pune,2,27.0,Female,No,5,1,41.68445684707261,9647.7067512992
Bachelors,2014,New Delhi,3,28.0,Female,No,2,0,41.56535714210767,6286.9142734923425
Bachelors,2014,Bangalore,3,27.0,Male,No,5,0,40.211613127635175,6364.031748695617
Bachelors,2016,Bangalore,3,29.0,Female,No,1,0,46.242228220427556,18848.35620477843
Bachelors,2012,Bangalore,3,29.0,Female,No,1,0,34.624351295354614,15339.189818387556
Bachelors,2018,Bangalore,3,29.0,Male,Yes,2,1,46.611344560740335,6906.539206561106
Bachelors,2012,Pune,3,,Male,No,1,0,46.25114437230012,10350.847539633596
Bachelors,2013,Bangalore,3,30.0,Male,Yes,1,1,52.8570543781461,13887.244908523946
Bachelors,2014,Bangalore,3,27.0,Male,No,5,0,55.00949885812757,17533.57557635973
Bachelors,2015,New Delhi,3,29.0,Female,Yes,1,0,43.213240509372724,5654.913930695128
Bachelors,2014,Bangalore,3,,Female,No,1,0,39.069997480544814,8549.496972050132
Bachelors,2014,Pune,1,28.0,Male,No,2,0,37.780046919512834,18346.234854430702
Bachelors,2015,Pune,3,27.0,Female,No,5,0,35.83871510114616,5137.483252757247
Bachelors,2016,Bangalore,3,30.0,Male,No,1,1,31.729427465970748,8020.986541908311
Bachelors,2016,Pune,3,26.0,Female,No,4,1,40.2734393650414,19385.36263959449
Bachelors,2018,New Delhi,3,27.0,Female,Yes,5,1,38.107430763923496,14201.027697832567
Bachelors,2015,Bangalore,3,26.0,Male,No,4,0,58.99252157599222,8925.070499562597
Masters,2017,New Delhi,2,27.0,Male,No,5,1,46.73126478750132,6004.866415937714
Bachelors,2015,Bangalore,3,26.0,Male,No,4,0,40.418311170915224,5422.870106708332
Bachelors,2017,Pune,3,26.0,Female,No,4,1,47.41402802981088,8671.17619455391
Bachelors,2012,Pune,1,27.0,Male,No,5,0,34.17590104037087,18222.28729383366
Bachelors,2016,Bangalore,3,26.0,Male,No,4,0,43.32131247606608,11238.704814462642
PHD,2017,Bangalore,3,28.0,Female,No,1,0,48.787029642631914,15805.000537489896
Bachelors,2015,Pune,3,29.0,Female,No,1,1,44.66693495377354,18774.275530699364
Masters,2014,New Delhi,3,30.0,Male,Yes,2,0,42.053364019629726,11120.60692404225
Bachelors,2013,Pune,3,26.0,Male,No,4,0,59.815451666990946,7869.1605655609565
Bachelors,2012,Bangalore,3,27.0,Male,No,5,0,56.409442864467806,12756.768962853792
Bachelors,2015,Pune,3,28.0,Male,No,1,0,48.702178744783204,18621.255305897816
Bachelors,2013,Bangalore,3,26.0,Male,No,4,0,47.08132083546848,17065.61621206551
Bachelors,2013,New Delhi,3,26.0,Male,,4,0,48.61981439473752,5987.447650447307
Masters,2012,New Delhi,3,30.0,Male,No,2,0,36.039363234673,15388.592001163728
PHD,2013,New Delhi,3,27.0,Male,No,5,0,41.85413229792956,13578.462836884306
Bachelors,2012,Bangalore,3,27.0,Male,No,5,0,31.18378598672698,18611.947645196382
Bachelors,2018,Bangalore,3,30.0,Male,,1,1,44.2663811246048,6837.221252754458
Bachelors,2012,Bangalore,3,26.0,Female,No,4,0,46.2907375187299,13010.54169806985
Masters,2017,New Delhi,3,29.0,Female,No,2,0,36.832492083096284,18191.940402678385
Bachelors,2014,Bangalore,3,29.0,Male,No,2,0,58.92086541496541,11150.356801126145
Bachelors,2017,New Delhi,3,28.0,Male,No,1,0,57.28363832811726,12229.923765993006
Bachelors,2015,Pune,2,26.0,Female,No,4,1,51.664297063677175,6056.910165004374
Bachelors,2018,Bangalore,3,27.0,Female,No,5,1,46.001598862960876,9172.154606733662
Bachelors,2014,Bangalore,1,28.0,Male,No,1,0,56.099074789430546,9867.59973753421
Bachelors,2016,Bangalore,3,28.0,Male,No,1,0,33.91957031470389,19176.8367311733
Bachelors,2014,Pune,3,26.0,Male,No,4,0,53.71529382824655,9240.010408117385
Bachelors,2012,Pune,3,26.0,Male,No,4,0,33.74462441900545,11913.03102904478
Bachelors,2015,Bangalore,3,28.0,Male,No,2,0,53.82631987648216,15069.566353464197
Bachelors,2014,Bangalore,3,28.0,Male,No,1,0,38.27302704754071,7432.750586118161
Bachelors,2016,Bangalore,3,27.0,Male,No,5,0,56.31271743054567,12296.635807128117
PHD,2012,New Delhi,1,29.0,Female,No,2,0,58.32126281476194,16078.085592138614
Bachelors,2013,Bangalore,3,30.0,Female,No,2,1,34.46387908215347,18002.828195405993
Bachelors,2016,Bangalore,3,26.0,Male,No,4,0,43.88026815196181,14393.8891199364
Bachelors,2014,Pune,3,28.0,Male,No,1,0,59.42962134488055,15035.80272975422
Masters,2013,New Delhi,2,26.0,Male,No,4,1,44.502223079194394,6894.252088768534
Bachelors,2017,Bangalore,3,27.0,Male,No,5,0,55.90642567543635,19186.64745869521
Bachelors,2013,Pune,3,27.0,Female,No,5,0,47.66194566393959,6988.611162267235
PHD,2015,New Delhi,3,28.0,Male,No,2,0,41.259897237588056,16620.094057726972
Masters,2017,Pune,2,28.0,Male,No,2,0,38.57350666577611,8972.244826674782
Bachelors,2014,Pune,3,28.0,Male,No,4,0,36.09669273258262,19003.897155518775
Bachelors,2016,Bangalore,3,29.0,Female,No,1,1,52.85394574133092,15799.393090542193
Bachelors,2017,Bangalore,3,,Female,No,4,1,41.596215204690836,16307.205694675535
Bachelors,2015,Bangalore,3,,Male,No,0,0,45.33826386602254,8285.88759589825
Masters,2012,New Delhi,3,30.0,Male,No,2,0,44.769764400035456,11645.599649527412
Bachelors,2012,Bangalore,1,30.0,Female,No,0,0,47.31837087699394,14267.197918839296
Bachelors,2014,New Delhi,3,,Female,No,5,0,55.96731436873657,16549.604273099016
Bachelors,2017,New Delhi,2,28.0,Female,No,0,0,59.422180307502884,6559.390638685843
Bachelors,2012,Pune,3,26.0,Male,No,4,0,42.22752625721451,19435.479746817924
Bachelors,2015,Pune,3,29.0,Female,No,3,1,54.82556766318909,18353.31005831834
Masters,2017,Pune,2,30.0,Male,No,0,1,52.93583383964153,9055.228857433765
Bachelors,2013,New Delhi,3,26.0,Male,,4,0,47.205868543667194,17341.403645484977
Masters,2014,Pune,3,30.0,Male,No,0,1,58.68141430835799,12774.858845597351
Bachelors,2013,Pune,3,29.0,Male,Yes,2,0,36.01423546585208,11927.097223430279
Bachelors,2017,Bangalore,3,28.0,Male,No,3,0,33.277926309288645,9716.51158717108
Masters,2018,New Delhi,3,27.0,Male,Yes,5,1,55.61885900866267,13714.528799473886
Masters,2017,New Delhi,2,26.0,Female,Yes,4,1,43.17449449901245,15948.336765553966
Bachelors,2012,Bangalore,3,30.0,Female,No,0,1,55.40906562621181,11163.993574441374
Bachelors,2012,Bangalore,3,29.0,Female,No,4,0,56.79270615586245,14438.287895124382
Bachelors,2014,Bangalore,3,29.0,Male,No,1,0,31.87372780857214,15489.693817329557
Bachelors,2016,Bangalore,3,27.0,Male,No,5,0,56.50394288958182,15666.827255229287
Bachelors,2015,Bangalore,3,28.0,Male,Yes,4,0,43.449571661082665,5779.491471967704
Bachelors,2014,Bangalore,3,26.0,Male,No,4,0,45.31297467012696,17896.217085276003
Bachelors,2016,Pune,3,29.0,Male,No,5,0,48.797775332796306,11873.79972147572
Bachelors,2014,Bangalore,3,29.0,Male,No,0,0,57.791478201902606,8936.241225443217
Masters,2013,Bangalore,3,30.0,Male,No,5,1,30.57348283289292,8626.467612195223
Bachelors,2017,New Delhi,3,30.0,Female,Yes,3,0,44.30530404953451,12245.211692659257
Bachelors,2014,Bangalore,3,27.0,Male,No,5,0,50.631661272916816,18302.473092034386
PHD,2015,Pune,2,,Female,No,4,0,51.68120873094685,10675.213725239704
Masters,2014,Bangalore,3,30.0,Male,No,4,1,50.77597294611324,16245.88620175315
Masters,2017,New Delhi,2,27.0,Male,No,5,1,34.03305388224366,6452.280964808279
Bachelors,2013,Pune,3,30.0,Male,No,0,0,38.98186765115044,12140.850532265926
Masters,2017,Pune,2,30.0,Male,No,0,0,40.761465762510404,19875.292105891036
Masters,2017,New Delhi,2,29.0,Female,No,2,0,54.13311623038515,16556.567041885057
Masters,2017,New Delhi,2,29.0,Male,No,2,0,38.36279617243659,8157.927326609195
Bachelors,2014,Bangalore,1,27.0,Male,No,5,1,36.32114891601609,12521.622105468661
Bachelors,2012,Bangalore,3,27.0,Female,No,5,0,58.72344057114289,8504.371454728498
Bachelors,2017,Bangalore,3,27.0,Male,No,5,0,30.265898553404067,11143.413908937639
Masters,2018,New Delhi,3,,Female,No,4,1,59.93462567045935,16701.26035602447
Bachelors,2015,Bangalore,3,29.0,Female,No,1,0,50.304638965721864,16568.372229356057
Bachelors,2014,Pune,3,,Female,No,4,1,54.854078983473514,8421.505668535778
Masters,2016,Pune,3,28.0,Male,No,2,0,38.8385818903858,18833.3497723229
Bachelors,2015,New Delhi,3,28.0,Female,No,4,0,30.429458330011798,13888.522741472401
Bachelors,2015,Bangalore,3,30.0,Male,No,0,0,52.1360855568459,10698.864364430217
Bachelors,2014,Bangalore,3,,Female,No,3,0,55.02433791002027,12529.03371171291
Bachelors,2017,Bangalore,3,28.0,Male,No,4,0,52.21428395860558,14076.068801566156
Bachelors,2013,Bangalore,3,26.0,Male,No,4,0,34.28550861902516,13398.357977686781
Bachelors,2015,Bangalore,3,28.0,Female,No,0,0,52.60283766770907,12296.075533042673
Bachelors,2015,Pune,2,28.0,Female,No,2,1,53.06768346322923,12573.992061341001
Masters,2013,Pune,3,27.0,Female,Yes,5,1,49.75621547010165,7646.178656418293
Bachelors,2016,Bangalore,3,27.0,Male,No,5,1,52.98347798386759,17190.99356457019
Bachelors,2012,Pune,3,29.0,Male,No,1,0,55.377643190331966,13126.40479911523
Bachelors,2015,Pune,2,28.0,Female,No,0,1,48.408123427123755,6966.197925570546
Bachelors,2018,Pune,3,30.0,Male,Yes,3,1,32.65814141909037,16492.35652374167
Bachelors,2016,Bangalore,3,29.0,Male,No,5,0,44.62883429001633,18986.659675660263
Masters,2013,New Delhi,2,27.0,Female,No,5,1,32.329480040148155,19209.603488554432
Masters,2017,New Delhi,2,30.0,Male,No,2,0,42.22629093097292,10535.265986167591
Bachelors,2012,New Delhi,3,26.0,Male,No,4,0,42.213194673768825,7032.753103411311
Bachelors,2016,Bangalore,3,30.0,Male,No,2,1,31.980295324207248,12775.994399495978
Bachelors,2017,New Delhi,2,29.0,Male,No,3,1,40.46461601908438,6689.13844023831
Bachelors,2017,Pune,2,28.0,Male,No,3,0,33.32994296373945,19009.81127768926
Bachelors,2013,Bangalore,3,27.0,Male,No,5,0,54.24705630027667,7753.69441032719
Bachelors,2013,Bangalore,3,29.0,Male,Yes,4,0,58.43064077893412,8791.48789926746
Bachelors,2013,Bangalore,3,30.0,Male,No,5,0,32.16949425773816,11099.547903274557
Bachelors,2015,Bangalore,3,26.0,Male,No,4,0,58.653456218751046,10747.467028386887
Bachelors,2015,Pune,2,26.0,Female,No,4,1,45.67729798010235,16919.943385968334
Bachelors,2012,Bangalore,3,29.0,Male,Yes,2,1,38.98697033861622,11844.752308264435
Masters,2015,Bangalore,3,28.0,Male,No,0,1,32.305862258284904,7561.523900050053
Bachelors,2014,New Delhi,3,29.0,Female,No,2,0,45.018728042112535,9008.148432291111
Masters,2015,Pune,3,29.0,Female,No,4,0,53.83546633472246,12636.70077781283
Bachelors,2013,Bangalore,3,27.0,Male,No,5,0,51.212594318000946,7211.808761392023
Bachelors,2013,Pune,3,27.0,Female,No,5,1,31.506780343919214,14174.83513469021
Bachelors,2017,Bangalore,3,30.0,Male,No,1,1,32.18705506103711,13486.209598267189
Masters,2014,Pune,3,30.0,Male,No,2,0,42.086198478979114,15720.534745733865
Bachelors,2015,New Delhi,3,28.0,Female,No,4,0,38.8587148214383,19065.569230690515
Bachelors,2013,Bangalore,3,26.0,Female,No,4,0,36.97152969168143,18683.818416517337
Bachelors,2014,Bangalore,3,28.0,Male,No,5,0,38.43013496726141,19191.134271032468
Bachelors,2017,Bangalore,1,28.0,Female,No,0,1,54.10448229890654,8670.733955355514
Bachelors,2016,Bangalore,3,27.0,Male,Yes,5,0,57.876841608955615,6973.47959959032
Bachelors,2013,Bangalore,3,28.0,Male,No,5,0,42.15308083582699,9534.150507446728
Masters,2013,New Delhi,3,30.0,Male,No,2,1,57.18333006397491,18426.27759149472
Masters,2013,New Delhi,1,29.0,Female,No,2,1,39.64487103743646,19580.802119352324
Bachelors,2017,Bangalore,3,26.0,Male,No,4,0,44.29310959031375,17889.87426605714
Bachelors,2015,Pune,3,,Male,No,3,0,36.780869934479995,6650.265816913154
Bachelors,2013,Bangalore,3,29.0,Male,No,2,0,49.21428126527532,19211.419970896895
Masters,2017,New Delhi,2,28.0,Female,No,2,0,59.36943345524426,11350.370410261788
Masters,2017,New Delhi,2,30.0,Female,No,2,0,48.104792881301364,5139.654361435305
PHD,2013,New Delhi,3,27.0,Female,No,5,0,40.734422523406465,11635.906111222903
Bachelors,2016,Pune,3,26.0,Male,No,4,0,49.434523379715856,5691.037545132014
Bachelors,2017,New Delhi,2,26.0,Female,No,4,0,33.68762035396163,13158.168817416763
Bachelors,2016,Bangalore,3,28.0,Female,No,1,1,56.65977240796196,10078.310411555769
Bachelors,2017,Pune,2,27.0,Female,No,5,1,45.09251852339509,12101.52400391073
Bachelors,2012,Bangalore,3,27.0,Female,No,5,0,43.48049226118926,14197.555411146755
Bachelors,2014,Bangalore,3,26.0,Male,No,4,1,47.57594365360558,18032.016437267303
Bachelors,2016,Bangalore,3,27.0,Male,Yes,5,0,48.74351588368207,14928.52364707893
Bachelors,2015,Bangalore,3,27.0,Female,No,5,0,32.15327418679539,11510.733027172711
Bachelors,2015,Pune,3,29.0,Male,No,1,0,50.47851663670207,17291.417805055476
Bachelors,2018,Bangalore,3,26.0,Male,No,4,1,37.25795040946589,18583.73206359698
Bachelors,2012,Bangalore,3,26.0,Female,No,4,0,51.41857897519769,6796.399496482958
Bachelors,2017,Bangalore,3,27.0,Male,Yes,5,0,54.6760438315259,12978.994663291873
Bachelors,2015,Pune,3,30.0,Female,No,0,1,54.11875522657561,9267.679396136662
Bachelors,2017,Bangalore,3,30.0,Male,No,3,0,46.57502902223668,5705.917968154211
PHD,2012,New Delhi,3,29.0,Male,No,5,0,45.605096769322536,15028.20042670978
Bachelors,2016,Pune,3,29.0,Male,No,5,0,34.28627884018235,17941.561661888383
Bachelors,2014,Bangalore,3,26.0,Female,Yes,4,0,53.26038451209406,7443.53981716091
PHD,2014,New Delhi,3,28.0,Female,No,0,0,38.142281413401435,17186.204864358508
Bachelors,2018,Bangalore,3,28.0,Male,No,1,1,44.900862684538396,17800.936003054125
Bachelors,2013,New Delhi,3,27.0,Female,Yes,5,0,38.5282227878255,18715.106639997255
Bachelors,2013,Bangalore,3,28.0,Male,No,2,0,34.0148508899908,8979.276336290786
Bachelors,2018,Bangalore,3,29.0,Male,No,0,1,48.88673090675209,18559.29597784834
Bachelors,2016,Bangalore,3,29.0,Male,No,3,0,31.629961044687114,9809.941321046485
Bachelors,2018,Pune,3,30.0,Female,No,2,1,52.459357023786,13285.070201832543
Bachelors,2013,Bangalore,3,26.0,Male,No,4,0,39.5276038578335,5757.6120624842315
Bachelors,2014,Pune,3,29.0,Male,No,3,0,30.00404079013456,5658.216325531154
Bachelors,2013,Pune,3,30.0,Male,No,4,0,45.3338741771169,15805.598190983043
Masters,2015,New Delhi,3,29.0,Male,No,2,0,31.405557255828093,11667.199669666865
Bachelors,2018,Pune,3,27.0,Male,No,5,1,38.28508673462699,8844.385630538263
Bachelors,2016,Bangalore,3,28.0,Male,No,2,0,51.20929462367148,7856.202440373653
Bachelors,2015,Bangalore,3,29.0,Male,No,1,0,31.880688648655976,15049.302362888271
Bachelors,2016,Bangalore,3,30.0,Male,No,0,0,55.18015477068007,5006.0231603800985
Bachelors,2016,Bangalore,3,28.0,Female,No,1,0,30.114597679757495,17088.367537952814
Bachelors,2017,New Delhi,3,26.0,Female,No,4,0,37.40471607605707,6188.744091948933
Bachelors,2014,Pune,2,29.0,Female,No,1,1,52.22712168456214,7872.344223621792
PHD,2013,New Delhi,3,30.0,Female,No,2,0,39.488104491879206,10793.545929486343
Bachelors,2016,Bangalore,3,28.0,Male,Yes,3,0,33.056771641980404,12272.881095741555
Bachelors,2015,Bangalore,3,28.0,Male,No,1,0,40.80701756401284,10324.926737209127
Bachelors,2016,Pune,3,,Male,No,5,0,38.111798591535766,9810.68247476441
Bachelors,2017,Pune,2,28.0,Female,No,1,1,55.281357064816646,19458.740181097826
Bachelors,2015,Bangalore,3,30.0,Male,No,4,0,39.400437527554296,14623.695218650913
Masters,2012,New Delhi,3,27.0,Male,No,5,0,53.66797415328021,5351.494330510823
Masters,2017,New Delhi,3,29.0,Female,Yes,2,0,56.756164344322045,11452.638626664699
Bachelors,2018,New Delhi,3,29.0,Female,No,2,1,43.014522587295886,18125.130496159552
Bachelors,2018,Bangalore,3,29.0,Male,No,0,1,57.298294315631765,9521.84279616002
Bachelors,2012,Bangalore,3,28.0,Female,No,0,0,41.319541618895784,6418.345171615823
Bachelors,2015,Pune,2,28.0,Female,No,0,1,58.92235249470325,16375.771573848768
Masters,2017,New Delhi,2,27.0,Female,No,5,1,32.67868573576719,14090.207479041219
Bachelors,2018,Pune,3,28.0,Female,No,5,1,50.61057799509729,13554.687617397558
Bachelors,2016,Pune,3,28.0,Male,No,1,0,44.81442121370786,5803.648394111119
Bachelors,2014,Bangalore,1,26.0,Male,No,4,1,41.62946416366941,7107.4851469327605
Bachelors,2014,New Delhi,2,29.0,Female,No,3,1,48.98135636245803,14338.240943196706
Masters,2014,Pune,3,26.0,Male,No,4,1,51.11571274902994,8117.357621882537
Bachelors,2017,Pune,3,27.0,Male,No,5,0,30.130898089509273,12561.051196226364
Bachelors,2013,Pune,3,30.0,Male,No,4,1,35.008592662415964,13173.225290440902
Bachelors,2015,Bangalore,3,30.0,Male,,3,0,51.391381519029565,9252.607854064092
Bachelors,2012,Bangalore,3,29.0,Male,No,2,1,49.991562407346194,19226.377333122393
Bachelors,2014,Pune,3,26.0,Male,No,4,0,58.981425153860314,17636.96160253363
Bachelors,2013,Bangalore,3,26.0,Female,No,4,0,52.83113370752349,15835.602614491978
Masters,2017,New Delhi,2,30.0,Female,No,2,1,58.52318123194014,6169.907996141136
Bachelors,2012,Pune,3,29.0,Male,No,0,0,51.07621504604421,6591.9502896352915
Bachelors,2015,Pune,1,30.0,Female,No,0,1,38.9415662591833,12391.720187974335
Bachelors,2017,Bangalore,3,28.0,Male,No,3,0,33.1609476675257,7410.700237864785
Bachelors,2013,Bangalore,3,28.0,Male,No,5,0,53.45471590034806,19673.98195294211
Bachelors,2017,Pune,2,30.0,Female,No,4,1,49.32447664427748,7377.803510411142
Bachelors,2017,Pune,2,28.0,Male,No,5,0,31.445580371798886,12312.01753195961
Bachelors,2014,New Delhi,3,27.0,Female,No,5,1,40.80151397702935,10461.815852622582
Bachelors,2012,Bangalore,3,28.0,Female,No,2,0,58.703994464528584,14590.79632181147
Bachelors,2013,Bangalore,3,29.0,Female,No,5,0,45.01203437130604,6935.546133341373
Bachelors,2012,Bangalore,3,27.0,Female,No,5,1,42.98187408059114,11454.746420635864
Bachelors,2017,Pune,2,28.0,Female,No,3,1,43.73098815477882,9120.575492107155
Bachelors,2015,Bangalore,1,29.0,Male,No,4,0,36.266481720154914,18316.27287007532
Bachelors,2013,Bangalore,2,30.0,Male,No,0,1,41.06121512594386,5608.785682020426
PHD,2018,Bangalore,3,28.0,Male,No,2,1,41.0943976796153,18705.91241009689
Bachelors,2015,Pune,3,28.0,Female,No,3,1,31.570650605624174,17494.912078295005
Bachelors,2015,Bangalore,3,27.0,Male,No,5,0,53.02702885553755,9463.560746612231
Bachelors,2015,Bangalore,3,30.0,Female,No,3,1,42.49513295711637,16839.35982015657
Bachelors,2012,Bangalore,3,29.0,Male,No,5,0,54.6653966044927,5468.2034050812135
Bachelors,2012,Bangalore,3,27.0,Female,No,5,0,55.510440033596865,19502.983254400904
Bachelors,2015,Bangalore,3,26.0,Female,No,4,0,36.359821640959744,12898.92413884684
Bachelors,2016,Pune,3,27.0,Male,No,5,0,49.72060446510386,9549.215390981679
Bachelors,2013,Bangalore,3,27.0,Female,No,5,0,44.16845412488945,10438.748188920155
Bachelors,2013,Pune,3,28.0,Male,No,0,0,56.40470213764455,5996.08030190746
Bachelors,2014,Pune,3,29.0,Male,No,1,0,36.472220375293624,19840.242710630588
Bachelors,2017,New Delhi,2,27.0,Male,No,5,0,50.33439600930133,5589.379177260387
Bachelors,2013,New Delhi,3,27.0,Female,No,5,0,48.23256366758167,14823.606847217885
Bachelors,2017,Pune,3,30.0,Male,No,5,0,38.85904432715498,11641.038915596875
Bachelors,2013,Pune,3,27.0,Male,No,5,0,34.09802710953518,19233.743272830725
Bachelors,2012,New Delhi,3,30.0,Female,Yes,3,0,49.549192814318296,8689.996104601927
Bachelors,2013,Pune,2,30.0,Male,No,1,1,52.15792374396992,12981.30235907017
PHD,2015,New Delhi,3,27.0,Female,No,5,0,39.4688203129005,12235.343128741293
Bachelors,2014,Pune,3,26.0,Male,No,4,0,49.34497812066941,15542.99666075152
Bachelors,2015,Pune,2,27.0,Female,Yes,5,1,41.8539272283451,6020.153479286308
Masters,2017,New Delhi,2,29.0,Male,No,1,0,51.396206498478534,7906.836950350323
Bachelors,2013,New Delhi,3,28.0,Female,No,3,0,35.97645824682159,8218.472301392747
Masters,2012,Pune,3,29.0,Male,No,4,1,56.70645007908523,16072.261322625345
Bachelors,2014,New Delhi,3,28.0,Female,No,3,0,38.622287893967396,7837.080444901101
Bachelors,2018,Bangalore,3,27.0,Male,Yes,5,1,41.033579632684585,13602.37645836465
Bachelors,2012,Bangalore,3,29.0,Male,No,1,0,31.742758562410494,8228.657307514306
Bachelors,2017,Pune,2,26.0,Male,No,4,0,33.34536636963829,17924.374251259676
Bachelors,2014,Bangalore,3,30.0,Male,No,2,1,45.475857081369846,19132.781817344578
Bachelors,2014,New Delhi,3,29.0,Male,No,4,0,38.027780301839144,12777.394624133607
Bachelors,2015,Pune,2,26.0,Female,No,4,1,55.064406772265826,10284.633263137675
Bachelors,2014,Bangalore,3,27.0,Female,No,5,0,30.440801659648614,8510.866625262486
Masters,2013,New Delhi,2,26.0,Male,No,4,1,41.372821460158086,5746.715022845657
Bachelors,2013,New Delhi,3,29.0,Female,No,2,0,40.12036640307278,9027.501142962432
Bachelors,2016,Bangalore,2,30.0,Female,No,4,1,30.57982892752803,14813.53669917977
Bachelors,2017,New Delhi,3,29.0,Female,No,0,0,33.73105197001531,13004.253969638163
Bachelors,2018,Bangalore,3,28.0,Male,No,3,1,42.40928024755906,19160.619174213913
Bachelors,2014,Bangalore,3,29.0,Male,No,4,0,44.7859375334234,10944.158937375509
Masters,2017,New Delhi,2,30.0,Female,No,2,0,42.12869241764607,15407.950134925917
Bachelors,2018,Bangalore,3,29.0,Male,Yes,2,1,45.928130352362814,12339.841212126821
Bachelors,2017,New Delhi,2,28.0,Female,No,1,0,47.853950247170445,12688.643238863175
Bachelors,2013,Bangalore,2,27.0,Female,No,5,1,30.29771463383507,9016.614719061763
Bachelors,2015,Bangalore,3,30.0,Male,No,4,0,43.92285478360512,11824.261652629995
Bachelors,2012,Bangalore,3,26.0,Male,No,4,0,58.90497722662765,12061.774955190609
Bachelors,2016,Bangalore,3,26.0,Male,No,4,0,45.57096840388646,15599.63782623401
Masters,2017,Bangalore,2,30.0,Male,No,3,0,50.32626802376859,19109.599987791706
Masters,2017,New Delhi,2,29.0,Male,No,4,0,39.35591573750649,9939.819162237563
Bachelors,2014,Bangalore,3,28.0,Male,No,3,0,53.21974134458287,5633.007028719477
Masters,2017,New Delhi,3,,Male,No,5,1,53.18764445628345,12444.426882509595
Bachelors,2014,Bangalore,3,27.0,Male,No,5,0,45.63888142962417,13166.919982237529
Bachelors,2017,New Delhi,3,27.0,Male,No,5,0,59.280414698376404,7526.608266978728
Bachelors,2016,Pune,3,30.0,Male,No,0,0,33.7665064428796,16406.969094141
Bachelors,2015,Bangalore,3,29.0,Female,No,0,0,30.50842994668743,19773.936626622373
Bachelors,2015,Pune,2,27.0,Female,Yes,5,1,53.10474635271288,19186.620755126914
Bachelors,2013,Bangalore,3,,Female,No,4,0,54.214666120946475,7956.590582354783
Bachelors,2015,New Delhi,3,29.0,Male,No,1,0,33.606216873617285,18130.448598511408
Bachelors,2017,Bangalore,3,30.0,Male,No,4,0,37.96748498875818,15567.40454617527
PHD,2017,New Delhi,3,27.0,Male,No,5,0,30.526570900998866,11807.698457103674
PHD,2013,Bangalore,3,27.0,Male,No,5,0,38.79925832341694,13109.164914870937
Bachelors,2018,Bangalore,3,28.0,Male,Yes,1,1,53.194256217560145,17744.002624736873
Bachelors,2013,Bangalore,3,29.0,Male,No,1,0,45.53881583137737,12202.024094575598
Masters,2017,Pune,2,29.0,Female,Yes,2,1,40.44286779504864,10598.110536576904
Bachelors,2015,Pune,3,27.0,Male,No,5,0,41.15217884718991,12398.712395389786
Bachelors,2012,Bangalore,3,27.0,Female,No,5,0,30.040608771464044,13686.947060525736
Masters,2018,Pune,3,26.0,Male,No,4,1,38.994015826957074,7836.164806675233
Bachelors,2012,New Delhi,1,27.0,Female,No,5,1,49.393762249137914,18513.61595400486
Masters,2017,Pune,2,27.0,Male,Yes,5,1,59.225833314490714,15112.804232444207
Bachelors,2015,Pune,1,28.0,Female,No,0,1,55.411824809516986,14499.033760062333
Bachelors,2014,Bangalore,3,29.0,Male,No,4,1,30.707848939365874,6492.443392709572
Bachelors,2017,New Delhi,3,29.0,Female,No,3,0,56.956818140245176,14062.609072588877
PHD,2015,Pune,2,26.0,Female,No,4,0,53.49595239895878,6814.409933577384
Bachelors,2017,Bangalore,3,30.0,Female,No,5,0,53.411283707129414,6180.465127930986
Bachelors,2016,Pune,3,26.0,Male,No,4,0,43.73987277010714,12909.663434635899
Masters,2013,Pune,3,26.0,Male,No,4,1,41.94015878863509,11041.783010697425
Bachelors,2012,Pune,2,29.0,Female,No,2,1,39.08747186499578,13832.154052343349
Bachelors,2018,Bangalore,3,,Male,Yes,2,1,31.970845768630973,6338.332520858579
Bachelors,2016,Bangalore,3,27.0,Male,No,5,0,36.847060904810974,11464.745942708876
Bachelors,2015,Bangalore,3,,Male,No,4,0,37.39810904934074,7621.800725677369
Bachelors,2018,Bangalore,2,28.0,Female,No,3,1,44.52231209130605,19806.50128886175
Bachelors,2012,Bangalore,3,28.0,Male,No,0,1,52.42333219790082,13417.253186527616
Bachelors,2014,Bangalore,3,27.0,Male,No,5,0,44.2142948519384,15311.55291411301
Bachelors,2012,Bangalore,3,28.0,Female,Yes,0,0,31.73533348341482,9881.274210239117
Masters,2014,New Delhi,3,28.0,Male,No,2,0,58.73369402964612,6421.083721690162
Bachelors,2012,Bangalore,3,26.0,Female,,4,0,58.281729572823366,19638.06294175305
Bachelors,2015,Pune,3,27.0,Male,No,5,0,53.55568629445225,9293.885530747748
Bachelors,2016,Bangalore,3,28.0,Male,Yes,2,0,59.73983704692662,11357.122777603614
Bachelors,2018,Pune,3,29.0,Male,Yes,3,1,46.33446998400789,14747.958825538624
Bachelors,2014,New Delhi,3,29.0,Male,Yes,4,0,58.88305050759618,5370.459465291669
Bachelors,2015,Bangalore,3,29.0,Male,No,1,0,32.268151218502524,17153.886957759303
Masters,2018,Bangalore,3,27.0,Male,Yes,5,1,40.97042244784114,13048.672850429304
Bachelors,2014,Bangalore,3,28.0,Male,No,5,0,36.761438040202975,9173.257806032332
